,PDAIEUR LX Equity,EXCRISA LX Equity,LUMNUDE LX Equity
2022-02-25,0.004997260510641625,0.14649740635417255,0.03420146226903185
2022-03-01,0.003948173854272609,0.14245034702676204,0.03197589441498037
2022-03-02,0.0041603044567482565,0.14325910836332761,0.035369018711752055
2022-03-03,0.003057430512008794,0.14661368243630246,0.035996854992232825
2022-03-04,0.005443006019321174,0.14845389553215527,0.0346048119107749
2022-03-08,0.0120644666233236,0.12838873950574053,0.037687964064003085
2022-03-09,0.010999470234458164,0.12894199280511695,0.03701669291582512
2022-03-10,0.007734834241193976,0.13354501674107241,0.03688270173911992
2022-03-11,0.007914391966291913,0.1306657635833874,0.04059105167050873
2022-03-15,0.0031274197594913186,0.12726090251782385,0.03797709634372737
2022-03-16,-0.001497211078611257,0.137138800481269,0.04380270522311754
2022-03-17,-0.0026825237818000084,0.13749650719031553,
2022-03-18,-0.003867437473628168,0.13767822719706568,
2022-03-22,-0.00356741605326093,0.13738114852486538,0.047096871325868844
2022-03-23,-0.004439194495156978,0.1366359030089254,0.04255966727561049
2022-03-24,-0.0027722600305048347,0.13536180911884999,0.04207365466579666
2022-03-25,-0.003018510749934906,0.13185752353912272,0.04249885782577458
2022-03-29,-0.0066049504002364395,0.13562590920712578,0.042548289401003435
2022-03-30,-0.006967988933505484,0.140167817306769,0.03858357663309288
2022-03-31,-0.006423190268918867,0.14013213706800726,0.038640031127194906
2022-04-01,-0.007593194024280189,0.14241179584369615,0.035362448347503725
2022-04-05,-0.008067972637259892,0.14297462345332132,0.033925654634362305
2022-04-06,-0.010144256283286895,0.14338135640559066,0.029031022585769083
2022-04-07,-0.009640902477810657,0.14512730603606183,0.03356587258938914
2022-04-08,-0.008667203970909101,0.14249636762382895,0.034048961243208116
2022-04-12,-0.009427501046184164,0.14504368171151868,0.0353562308648523
2022-04-13,-0.009566294794070878,0.14448513833896467,0.034805238500313654
2022-04-14,-0.011029030671362685,0.14447480486701195,0.03585724055941467
2022-04-20,-0.011850578606680364,0.1381645705707718,0.03513700402069898
2022-04-21,-0.012279515684784782,0.1366634052016011,0.03463595117224281
2022-04-22,-0.020167439592502678,0.1429549405190391,0.02873686473865996
2022-04-26,-0.020775772911350795,0.144667949364532,0.030096602599676888
2022-04-27,-0.020891455979884954,0.14401746289877942,0.033690010420640286
2022-04-28,-0.020813510837793016,0.14341442921672304,0.03430453263865566
2022-04-29,-0.022507759177097308,0.143005863728286,0.036254730292635456
2022-05-03,-0.023312189414817098,0.14305721393682702,
2022-05-04,-0.01974175722737533,0.1431868152004676,0.03574167022219169
2022-05-05,-0.01774812191207453,0.1436314785626489,0.036292682415185296
2022-05-06,-0.027488302799424283,0.13477527849333296,0.03345986611411411
2022-05-10,,0.1352365760263457,
2022-05-11,-0.02534422920619723,0.13583956101215894,0.035415195979906854
2022-05-12,-0.02133548892249033,0.13509469247431283,0.035856847206266175
2022-05-13,-0.029670634432386378,0.13724588597237547,0.02794228755585204
2022-05-17,-0.029802915088152707,0.13823522906646293,0.027187643577445565
2022-05-18,-0.03225467733305995,0.13529623434404145,0.029175581251781674
2022-05-19,-0.032079158949356056,0.1339995699083236,0.024118019762980364
2022-05-20,-0.03213200051428019,0.1321600908624249,0.022381868179181915
2022-05-24,-0.032052510818343385,0.13075179066260173,0.026596349821770147
2022-05-25,-0.033247403675001876,0.1290747283691605,0.01818649088845625
2022-05-26,,0.12819508384291683,
2022-05-27,,0.12724797299348808,
2022-05-31,-0.03403273195062405,0.12926000363414963,0.01656261933460771
2022-06-01,-0.0343185826688834,0.12870913961708116,0.0168253893675533
2022-06-02,-0.0349439345586058,0.128068373585845,
2022-06-03,-0.03575759820190042,0.12870855074551033,
2022-06-07,,0.1292304399850146,
2022-06-08,-0.03582451857306533,0.12926947418144363,0.01833013008541432
2022-06-09,-0.037904375635802706,0.127855827103654,0.00714809891243155
2022-06-10,-0.03685586034917329,0.12164819047783648,-0.01120504200451589
2022-06-14,-0.03554905988262422,0.12186153345876347,-0.009734659710383382
2022-06-15,-0.037604424773551345,0.12197767044038561,-0.020814462701127998
2022-06-16,-0.03544670159756771,0.13306044044445858,-0.01912717458151129
2022-06-17,-0.03530386101895295,0.1325296488946702,-0.020800760985179745
2022-06-21,-0.03879891323266004,0.13523846365734765,-0.021852838760246275
2022-06-22,-0.04052533075200111,0.13523108032432596,-0.02299048339653866
2022-06-23,,0.13077139090481776,
2022-06-24,,0.1261669064203098,
2022-06-28,-0.04105617550903565,0.12658948964259142,-0.024135246861631415
2022-06-29,-0.040882482991178054,0.1277228439536084,-0.023150266092626954
2022-06-30,-0.044610638452900635,0.12937377999979932,-0.02305106574737142
2022-07-01,-0.04739325055054362,0.12706541184151826,-0.02334340920973825
2022-07-05,-0.04889193111257174,0.12564612236172487,-0.024065100018863594
2022-07-06,-0.04736114471087597,0.12781667425013984,-0.03178249289459145
2022-07-07,-0.052320886567041126,0.12954764125154294,-0.03419768918721791
2022-07-08,-0.05233581669411461,0.1305103663079182,-0.0320421392579374
2022-07-12,-0.05246205998174271,0.12996990607925718,-0.03437368211247081
2022-07-13,-0.05115243567559603,0.12767118228424137,-0.03663682657561124
2022-07-14,-0.0523955693840696,0.12572872888250722,-0.03813683938518889
2022-07-15,-0.056840432804454194,0.1257021068619175,-0.03725128515627887
2022-07-19,-0.057168663880490765,0.12564306224995658,-0.04112217575907653
2022-07-20,-0.05743510592891063,0.12596649983286096,-0.045361739283417836
2022-07-21,-0.05761995872116875,0.1254347196642171,-0.04694777821361747
2022-07-22,-0.05852343089401961,0.12338000057324368,-0.04988918193270162
2022-07-26,-0.05963951937542719,0.1235421526934066,-0.0520411834681383
2022-07-27,-0.059323037690063155,0.1245880760746249,-0.051504887684676065
2022-07-28,-0.06231727299224819,0.12163944840457892,-0.05084040023896625
2022-07-29,-0.06385321664527795,0.12355442746210166,-0.04797286251747464
2022-08-02,-0.06324496813375302,0.12332486658535154,
2022-08-03,-0.06469024570658437,0.12260947038350484,-0.050183307217849006
2022-08-04,-0.06509253805665755,0.12273317669540626,-0.05002019450597547
2022-08-05,-0.0611901094580259,0.12203836742659381,-0.04984841737502494
2022-08-09,-0.06257116186310188,0.1245740344527443,-0.05346141833753615
2022-08-10,-0.06451960810382913,0.12479526497651054,-0.05507134232793157
2022-08-11,-0.06476050574097303,0.12491745035016298,-0.05564352922685664
2022-08-12,-0.06508040638173179,0.126539228996484,-0.05829398153313909
2022-08-16,,0.12673879582527844,
2022-08-17,-0.06452260018498909,0.1271329659891966,-0.059092603803616306
2022-08-18,-0.06388952696464184,0.1267225007494492,-0.06052952147764393
2022-08-19,-0.06631175377939383,0.12713903183899647,-0.05669305612464368
2022-08-23,-0.06767871181326372,0.1258956027038109,-0.05880548508685267
2022-08-24,-0.0686191787220605,0.12582628334181276,-0.05892382275370097
2022-08-25,-0.06794234972790555,0.12561854687132037,-0.05938807366725095
2022-08-26,-0.06881738348393285,0.126662347532149,-0.05899451126575756
2022-08-30,-0.06812431124334138,0.12394624456341108,
2022-08-31,-0.06774359850251166,0.12295229407709633,-0.05623091989441349
2022-09-01,-0.06818360001320943,0.12273168547923724,-0.05528766981351648
2022-09-02,-0.06814422903072354,0.12418920588907016,-0.05457491643443709
2022-09-06,-0.06818858927511194,0.12534914662762797,-0.05478699315120697
2022-09-07,-0.06857831962820887,0.12395311853978894,-0.054750229038356135
2022-09-08,-0.06860310445990334,0.12526707017002395,-0.05562460782073082
2022-09-09,-0.06859278782313212,0.12585194859413124,-0.05635459465987075
2022-09-13,-0.0675302392695248,0.12068160790345575,-0.06238371857678484
2022-09-14,-0.06653508160440427,0.12086346478177026,-0.06347544636721285
2022-09-15,-0.06700783182397586,0.12125168356974116,-0.0616529119811021
2022-09-16,-0.06587855698803424,0.12277757294948832,-0.059026031224817824
2022-09-20,-0.06665438520955531,0.12176782367686277,
2022-09-21,-0.06571360272665794,0.1204257976144615,-0.05633213182693399
2022-09-22,-0.065497279705228,0.1171001911599552,-0.06115894116714742
2022-09-23,-0.06647907496368126,0.11907913582243722,-0.0676782195140718
2022-09-27,-0.06625425322430921,0.11749445268718947,-0.07024992300355364
2022-09-28,-0.06660227756547307,0.1162728261287731,-0.0743650864120035
2022-09-29,-0.06458667047020825,0.11683896313510815,-0.08145048273855668
2022-09-30,-0.06348315091692683,0.11547945945001281,-0.0863427339000147
2022-10-04,-0.06335908917235276,0.11453052088219813,-0.0880974144322087
2022-10-05,-0.06449318221700787,0.11380693994304068,-0.08794473670000537
2022-10-06,-0.0645077895540303,0.11479840809311122,-0.08871843832779866
2022-10-07,-0.06444987299111488,0.11306658210688747,-0.08522916150887927
2022-10-11,-0.06392546727307856,0.11334909910274213,-0.08684679844023308
2022-10-12,-0.06401400083712427,0.11284929315339876,-0.08995808967583228
2022-10-13,-0.06442347210425663,0.1119346208875411,-0.09080545860360462
2022-10-14,-0.06339148762333793,0.11206288365533902,-0.09110567495469953
2022-10-18,-0.06424684783262241,0.11204722379479745,-0.09177066628456826
2022-10-19,-0.06260888066859205,0.11180605944179726,-0.0918109709518091
2022-10-20,-0.06317046238666886,0.11162705766320684,-0.09387497081484733
2022-10-21,-0.06299068212578134,0.11144069147248464,-0.09254294597895993
2022-10-25,-0.06385234522562556,0.11263675600821489,-0.09557816460460813
2022-10-26,-0.06413340529473814,0.11215349914364232,-0.09772784510886502
2022-10-27,-0.06313372972707648,0.11161542620966858,-0.09700398611402868
2022-10-28,-0.06359198793332385,0.11132805359143369,-0.09828474202432123
2022-11-01,,0.11195128065783745,
2022-11-02,,0.11238840251506457,
2022-11-03,-0.06364935203968833,0.10981425867144363,-0.09651047407790035
2022-11-04,-0.06391369276875745,0.10895243250327522,-0.09464441985090076
2022-11-08,-0.06576282674014117,0.1085360796205769,-0.09510950985267361
2022-11-09,-0.0667343399658052,0.10829476753367046,-0.09430479635677413
2022-11-10,-0.06564508836737208,0.10299564450960748,-0.09608795423598485
2022-11-11,-0.0655374784681738,0.1027093858569026,-0.09119506040809347
2022-11-15,-0.06444032614959123,0.1028528138432289,-0.09010718062868708
2022-11-16,-0.06500210196379165,0.10270303125060455,-0.09110517090588154
2022-11-17,-0.06460837816761952,0.10304099572300715,-0.09019860146983288
2022-11-18,-0.06310537826917703,0.10264782763377397,-0.09085582106890377
2022-11-22,-0.06326131455671319,0.10248866939705129,-0.09211223493293481
2022-11-23,-0.06335909571702043,0.10213849652212884,-0.09251618409607151
2022-11-24,-0.06267280355390673,0.10114301898761226,-0.09217022004016891
2022-11-25,-0.06296724626518335,0.10020167948965003,-0.09183132238053811
2022-11-29,-0.06296552091459788,0.10047117267389143,-0.09287115698927759
2022-11-30,-0.06259953460966167,0.10159298721589662,-0.09491455809592447
2022-12-01,-0.05820199502469054,0.10112377595183059,-0.09540733371078625
2022-12-02,-0.0576900082120489,0.10156381248580815,-0.09417475053568955
2022-12-06,-0.05760306809268635,0.10170486570055222,-0.09326605650363402
2022-12-07,-0.0575111577654749,0.1020233638467656,-0.09240986930913264
2022-12-08,-0.05747367460455892,0.1037968035939941,-0.09346709195108369
2022-12-09,-0.057444360444783106,0.10310785414640763,-0.09377517326553315
2022-12-13,-0.05525452445926057,0.10306986997056042,-0.09730975165292312
2022-12-14,-0.0552858028144928,0.10328748157446725,-0.09729470030917695
2022-12-15,-0.04549494906296244,0.10225154061012803,-0.09379072535244824
2022-12-16,-0.047047516022782926,0.1016529835772998,-0.09410590523220419
2022-12-20,-0.04877016506328253,0.10059848904153629,-0.09617379741789571
2022-12-21,-0.04579843912047945,0.10148702524515896,-0.09470008517152241
2022-12-22,-0.04540719185961138,0.10078354726152967,-0.09381326678286651
2022-12-23,-0.0454035972412706,0.0999643590462986,-0.09388500328783274
2022-12-28,-0.04575784637656266,0.09795612303484728,
2022-12-29,-0.04752843259521269,0.09783441193680713,
2022-12-30,-0.048926677037921217,0.09696072457254415,-0.09401332923524386
2023-01-03,-0.048680983870554084,0.09706506932987514,
2023-01-04,-0.04721628723530128,0.09789288826103225,-0.09438637876536146
2023-01-05,-0.04712045687940634,0.09728247651222086,-0.09281518047570338
2023-01-06,-0.047063573973475256,0.09700486134208686,-0.09575028600950675
2023-01-10,-0.046584137491208114,0.09823040865114663,-0.09483234857556594
2023-01-11,-0.04442346464444344,0.09850368513206603,-0.09685852664582566
2023-01-12,-0.04408907035444829,0.09864041334786358,-0.09717403819621957
2023-01-13,-0.04328198023304008,0.09815736698389328,-0.09734776120640666
2023-01-17,-0.044681105110897,0.09800684141575966,-0.09643152848153941
2023-01-18,-0.04261766436385837,0.09803957335261074,-0.09669523073802433
2023-01-19,-0.04176779188554181,0.09806638235691569,-0.09765047832541851
2023-01-20,-0.043348591025320946,0.09753563574967565,-0.09893527981126178
2023-01-24,-0.04324243896682782,0.09762738611472482,-0.09939634479517719
2023-01-25,-0.04336167676460214,0.098953320640014,-0.10026283183309855
2023-01-26,-0.0422570187654044,0.10007804819465249,-0.10000292699954265
2023-01-27,-0.04190632591008275,0.09974608453446915,-0.10005124500770896
2023-01-31,-0.04193880371205085,0.09949643269845035,-0.1000226200474195
2023-02-01,-0.04203532724653267,0.09961625047396194,-0.09952718083349671
2023-02-02,-0.038614741711748994,0.09389926401916994,-0.10389363416851556
2023-02-03,-0.037089926233570075,0.0916355344276849,-0.10564702031828549
2023-02-07,-0.036960768856615825,0.09142792790489968,
2023-02-08,-0.036909635197802194,0.0908842984363155,-0.10738514354746001
2023-02-09,-0.03691918613624516,0.0900127444825959,-0.10597802784262703
2023-02-10,-0.03670542707630487,0.08717158561039459,-0.10587167950120427
2023-02-14,-0.03941367573477125,0.08619347941194892,-0.1055180697745525
2023-02-15,-0.03867250487599428,0.08617776375713766,-0.1082916199950463
2023-02-16,-0.03866777840869586,0.08661675493450223,-0.10820709681395062
2023-02-17,-0.03870386403038337,0.08588871184209233,-0.10350278233893831
2023-02-21,-0.0389664455908891,0.08452214293549008,-0.10637122105267241
2023-02-22,-0.039225655299569624,0.082978575599955,-0.10642839861894543
2023-02-23,-0.038963908069775524,0.0830247412058718,-0.1088589738204233
2023-02-24,-0.03881491121397956,0.08186259667085856,-0.10577647382503286
2023-02-28,-0.03840105140264025,0.08299263762094737,-0.10439327249445858
2023-03-01,-0.041182814565646084,0.08281713204106357,-0.10253977595541629
2023-03-02,-0.04147011447172161,0.08244729041030438,-0.10238250842977645
2023-03-03,-0.041262182989904486,0.08179359222609245,-0.10178411716601059
2023-03-07,-0.04211000781363825,0.08180142662632242,-0.10201346274246939
2023-03-08,-0.0405394377612107,0.0856631524929846,-0.10172072434519899
2023-03-09,-0.041309691554741394,0.0854842352906742,-0.10250123183260704
2023-03-10,-0.043270828763759824,0.08360678770372987,-0.10191061482388884
2023-03-14,-0.04319640700620658,0.08265838274926196,-0.10207889271157322
2023-03-15,-0.04675437686673792,0.08027842933919031,-0.09879286101892935
2023-03-16,-0.04668247546972059,0.0803052202268535,-0.0992904938108797
2023-03-17,-0.04718503294757375,0.08074596176019953,
2023-03-21,-0.04751995146883676,0.08057256906590649,-0.09936576962136641
2023-03-22,-0.04769726261643759,0.08036187387527666,-0.0988650043337197
2023-03-23,-0.047113120945768944,0.07956561229177418,-0.09655062923706127
2023-03-24,-0.047023164300088974,0.07846742594226136,-0.09624584531084206
2023-03-28,-0.04892618441341313,0.07916533766123425,-0.09639950661093208
2023-03-29,-0.04511810802565797,0.08156870013182634,-0.09798977093465484
2023-03-30,-0.04598219432291122,0.0824998691070762,-0.09639182512701686
2023-03-31,-0.04511732247384873,0.07813251076894243,-0.09519217405326691
2023-04-04,-0.04556648564592348,0.07865900825920359,-0.09454225180333205
2023-04-05,-0.04454931941796202,0.07810385955679933,-0.09411243537191988
2023-04-06,-0.04456865613556273,0.0798236102640379,-0.09553757061862697
2023-04-12,-0.04442836314263387,0.07977900297157561,-0.09559220909706019
2023-04-13,-0.044516029674507726,0.07927197890643746,-0.0962955962142366
2023-04-14,-0.044659307483622936,0.07960827842080163,-0.09463473410246193
2023-04-18,-0.04610855002950171,0.077626254466248,-0.09406102084538225
2023-04-19,-0.04561074930935607,0.07588733185227181,-0.09491976639837173
2023-04-20,-0.04585425408604209,0.07069562398667292,-0.09518727369131948
2023-04-21,-0.045814995402943176,0.07027980097382838,-0.09591661049676516
2023-04-25,-0.04653135391029594,0.06924977742847821,-0.09525921779611997
2023-04-26,-0.046926530699894616,0.06720883161720448,-0.09664926232222158
2023-04-27,-0.04747527104994488,0.06771052501038292,-0.10028208902743684
2023-04-28,-0.046285698597027226,0.07197938596804497,-0.10533946778428128
2023-05-03,-0.046833920190624,0.07092082200412149,-0.10597976196826166
2023-05-04,-0.047723826198342104,0.07103482417931824,-0.10564075615813556
2023-05-05,-0.047160332789991544,0.07167484665873454,-0.1052215629883413
2023-05-09,,0.07288893370668412,
2023-05-10,,0.07368031764859097,
2023-05-11,-0.04881665108724802,0.07407522063261038,-0.10454994943619673
2023-05-12,-0.05030966157514855,0.07382171120201798,-0.1047842371085077
2023-05-16,-0.05223372899931936,0.07323850527339955,-0.1024647934491168
2023-05-17,-0.05200210332029885,0.07136118692770267,-0.10350802804014571
2023-05-18,,0.07156565253996891,
2023-05-19,,0.07118021600939843,
2023-05-23,-0.052060260957144916,0.06660211664830921,-0.1022940722592318
2023-05-24,-0.055999562624221115,0.05401017950075387,-0.1018355887518919
2023-05-25,-0.05721332043976367,0.057748190642524386,-0.10177468129317903
2023-05-26,-0.05666302406313696,0.05658309417574627,-0.10722077278750847
2023-05-30,,0.055727300756331,
2023-05-31,-0.05814928800970104,0.05427490005353501,-0.10839526327222963
2023-06-01,-0.05716291557264218,0.0656170098297289,-0.10835876269909687
2023-06-02,-0.057937979987246965,0.06458759492640571,-0.10741765860133425
2023-06-06,-0.05684555977043261,0.06103335490874807,
2023-06-07,-0.05635769505126627,0.06211065665568593,-0.10950068844159343
2023-06-08,-0.05645258404793938,0.0641759834929628,-0.10900877651218836
2023-06-09,-0.05425378126276799,0.05672898102930421,-0.1119406763243163
2023-06-13,-0.05417897239540575,0.05633685506755033,-0.11320639829219618
2023-06-14,-0.0522671473483372,0.05542521139244252,-0.11217456832995651
2023-06-15,-0.057087303042947145,0.055450838168626754,-0.11152648759688553
2023-06-16,-0.05080412029165499,0.05594918518157544,-0.1106387530059079
2023-06-20,-0.0502693537285806,0.056029167899777674,-0.1094578318893988
2023-06-21,-0.04993217536832368,0.05643217053843359,-0.11024201330614752
2023-06-22,-0.050038712605016744,0.05349762596412384,-0.11126595218062177
2023-06-23,,0.05239255016876186,
2023-06-27,-0.04958079927912269,0.05279132657818387,-0.10952117719399612
2023-06-28,-0.05371464188276583,0.05227508199787025,-0.10794633246482707
2023-06-29,-0.052973215357612534,0.05132567476609231,-0.10873874066956268
2023-06-30,-0.05101024716694753,0.04852151127235586,-0.10923772192775902
2023-07-04,-0.05182731818135934,0.047524517815642,-0.1090801456140737
2023-07-05,-0.049543435134063625,0.048938886244406656,-0.10855920716781835
2023-07-06,-0.04402001969051016,0.04855896914495085,-0.11070985276662729
2023-07-07,-0.04442259206271968,0.04883435287340711,-0.1109271573597342
2023-07-11,-0.044064783493925674,0.04944935112075051,-0.1101521797393142
2023-07-12,-0.044814958198534524,0.05047387925056596,-0.10748624764070978
2023-07-13,-0.04391322421315678,0.05140625033815162,-0.115256178377927
2023-07-14,-0.04402253919182701,0.05270917792458397,-0.11411187496856785
2023-07-18,-0.04327970321029168,0.05362235231272973,-0.11847774939328987
2023-07-19,-0.041004129037419595,0.05380738799974158,-0.11834814215884683
2023-07-20,-0.04081144027633456,0.053902500229935174,-0.11698139936277789
2023-07-21,-0.04076383764263697,0.05369566758788704,-0.11851930847353097
2023-07-25,-0.040105506877209506,0.05358002517322598,-0.12078965273537913
2023-07-26,-0.03958985505977045,0.05231287504495446,-0.11752070845974508
2023-07-27,-0.036704111532230764,0.04957699883944853,-0.1262860295885537
2023-07-28,-0.03658114486078781,0.05521663616150272,-0.125580554092506
2023-08-01,-0.037496904971771786,0.055495689606016765,-0.13119706640717096
2023-08-02,-0.0366145625117754,0.05680148662207918,-0.13366846471357893
2023-08-03,-0.03663565022031337,0.05609291605991817,-0.13390553511338965
2023-08-04,-0.03683703127948126,0.05309047293910867,-0.13379443750605974
2023-08-08,-0.03738912630980871,0.05265326937519173,
2023-08-09,-0.03692154861384398,0.05462950156948208,-0.13438496181877543
2023-08-10,-0.03175247724389781,0.056753353650000525,-0.13522236929574147
2023-08-11,-0.03139367262269328,0.05905082412648244,-0.13372569647088547
2023-08-15,,0.0586102760901755,
2023-08-16,,0.060217450946801664,
2023-08-17,-0.0315292992253918,0.05723961537520404,-0.13389819584556475
2023-08-18,-0.03138993854505245,0.05689226264832442,-0.13319377055602716
2023-08-22,-0.029494577052320184,0.051430588792208375,-0.13076699415127865
2023-08-23,-0.02756980191974677,0.051047026618481886,-0.126855252099555
2023-08-24,-0.029546447604395745,0.050867246232617014,-0.12717920751600087
2023-08-25,-0.02966813556316229,0.0506140204713039,-0.12858799101370155
2023-08-29,-0.026846975061448414,0.05005882127906432,
2023-08-30,-0.02873465038512982,0.05106090213628914,-0.12944003635786258
2023-08-31,-0.029586933569438645,0.04890324689975818,-0.1270795086094816
2023-09-01,-0.02678093770872968,0.050545862640306305,-0.12834161866888363
2023-09-05,-0.026691747819052467,0.05030549281939407,-0.12887135530285554
2023-09-06,-0.024253738380454304,0.051131118030232355,-0.12936785555878452
2023-09-07,-0.025271665113514842,0.0344243148845347,-0.12801758856290557
2023-09-08,-0.0250865146584435,0.035280783076908746,-0.12843346650603826
2023-09-12,-0.025055685996834946,0.03177925446575244,-0.13230131745005938
2023-09-13,-0.025364535898824852,0.03170766135578746,-0.13272172334142293
2023-09-14,-0.021967794449282672,0.03945796316835214,-0.13091854785965007
2023-09-15,-0.023354499200322645,0.04405625928447533,-0.13026458937348862
2023-09-19,-0.02409160756404035,0.043953192018980236,-0.1306347085516425
2023-09-20,-0.02543314552202312,0.043526166967793885,-0.13013195745773745
2023-09-21,-0.02528496832528789,0.04297728428828002,-0.13045459830129044
2023-09-22,-0.026352187464817434,0.04557706991936049,-0.1315685163729903
2023-09-26,-0.025011869297774637,0.04807668809509833,-0.1321878269888675
2023-09-27,-0.022463571051623853,0.043698958136088394,-0.1328781715434155
2023-09-28,-0.021890515980691624,0.0380693143122274,-0.13355275220137372
2023-09-29,-0.025975057379523613,0.03813451751251435,-0.13020874244059288
2023-10-03,-0.022300121197242496,0.04148226876393473,-0.12612477764309826
2023-10-04,-0.020308506188280624,0.042224661487409894,-0.13238048044960563
2023-10-05,-0.019741231771395584,0.04311307454705412,-0.1345131888184691
2023-10-06,-0.01803199396376278,0.042000702767555256,-0.1328984821529271
2023-10-10,-0.015672374580949708,0.043801029918887756,-0.13314408914572812
2023-10-11,-0.015869249527880658,0.04225112171967646,-0.13365121379165681
2023-10-12,-0.012460778749568741,0.041762972791695524,-0.13402541073466331
2023-10-13,-0.011148919882549811,0.0448196810891162,-0.12340496013485987
2023-10-17,-0.012371676340022678,0.04447879438545694,-0.12189643325869327
2023-10-18,-0.006784098222577823,0.04220111335257036,-0.11613122125901362
2023-10-19,-0.004449640892338682,0.04032614636254672,-0.1215456813665126
2023-10-20,-0.003646928577656185,0.037935450359971874,-0.12217054727545035
2023-10-24,-0.006072206097098992,0.03755647120105191,-0.11992754406396945
2023-10-25,-0.005408422437358522,0.0395556720934697,-0.1203955650136077
2023-10-26,0.0038877114366506578,0.03838374683611256,-0.1183851881374962
2023-10-27,0.0024674507508243917,0.03951700671567719,-0.12216433685420276
2023-10-31,0.0017883265946239111,0.0382004799335663,
2023-11-01,,0.03715858070315019,
2023-11-02,,0.038907160540752904,
2023-11-03,-0.0003701198938627827,0.03782913150229263,-0.12282183704981058
2023-11-07,0.0012846502747035457,0.03630297743564583,-0.12055191929542239
2023-11-08,0.0019112737971617236,0.034179555331583525,-0.12135909868852698
2023-11-09,0.0015099401100725637,0.033433171232319814,-0.1178272614226661
2023-11-10,0.005909251711258483,0.033792682830703545,-0.11911103398516693
2023-11-14,0.006270377696991453,0.035830124547159774,-0.12039530236492145
2023-11-15,0.005882993830944948,0.03611798556591198,-0.12027519939208153
2023-11-16,0.008591291058307691,0.03614022071791908,-0.11840540293308795
2023-11-17,0.008344843186737292,0.03299425631223189,-0.11693952528215225
2023-11-21,0.004921324252421109,0.03529356631333621,-0.12077665018537136
2023-11-22,0.005751691381122303,0.03529751386087457,-0.12309148142304499
2023-11-23,0.010207392036380993,0.0351001763481728,-0.12386430012194967
2023-11-24,0.010889002607765355,0.03144942263971534,-0.12224467643164598
2023-11-28,0.01172357175718953,0.031880731150871325,-0.11905613338678556
2023-11-29,0.011856538276939731,0.031116348214435596,-0.11961196040483577
2023-11-30,0.011296107259795402,0.029673396818424024,-0.1211822762115035
2023-12-01,0.015768096027941336,0.029068040838248918,-0.1183643340739967
2023-12-05,0.014009363748805053,0.03464840099065734,-0.12035402046913869
2023-12-06,0.01450940873397672,0.03368875576332388,-0.11990990249511112
2023-12-07,0.01392838092714686,0.03322883715036702,-0.11980298616651364
2023-12-08,0.016857415391315213,0.029032045257608684,-0.11928729460909153
2023-12-12,0.016518415784726695,0.02989077010684039,-0.11360716567033555
2023-12-13,0.015084793681610675,0.029997544664108526,-0.10924279159183141
2023-12-14,0.014473554281044692,0.03423540210816404,-0.11052278811999887
2023-12-15,0.01860794751086699,0.03278950538782959,-0.10740834249732586
2023-12-19,0.018669528439358346,0.03338702673150929,-0.10515190922535116
2023-12-20,0.018905309576248395,0.031186146191576516,-0.10412134304690887
2023-12-21,0.019392252767550043,0.02753594402610221,-0.10832548731642276
2023-12-22,0.019730257702952135,0.028088393173809845,-0.10632798762746075
2023-12-28,0.018866597261151336,0.024286352171200586,
2023-12-29,0.018211256738621485,0.02498559006772317,-0.10630308573791808
2024-01-03,0.019392305461624466,0.02581288421851933,-0.10692384881427532
2024-01-04,0.018129714153676094,0.02435406241821339,-0.10702314314194802
2024-01-05,0.019472881066652032,0.02392248610493773,-0.10909678793721755
2024-01-09,0.018798282696167356,0.02396417400956865,-0.10916010093778743
2024-01-10,0.020522522372753167,0.022691124812573606,-0.11250776650746638
2024-01-11,0.021445281563437474,0.023116236823611837,-0.1119884561902718
2024-01-12,0.027834632647550386,0.020899068955392792,-0.11028393038924313
2024-01-16,0.028833362250243057,0.02074688892080203,-0.11099395407314658
2024-01-17,0.025700746021359716,0.020074566814236274,-0.10480644403960497
2024-01-18,0.027259516624929463,0.02106945836669086,-0.09567477888382085
2024-01-19,0.03365091884025098,0.019606050516894645,-0.09488752204932532
2024-01-23,0.036921210566033626,0.019636022106132384,-0.09641004854179377
2024-01-24,0.038189082597939086,0.02236298740744455,-0.09773517263197122
2024-01-25,0.04307467915765686,0.024298645205097544,-0.10351516946051624
2024-01-26,0.041596176340545285,0.02272805269442169,-0.09531972540447856
2024-01-30,0.041748479251262356,0.021490756336036285,-0.09448639785933355
2024-01-31,0.04256259605083203,0.025679211680941862,-0.08940748104856512
2024-02-01,0.043217471469287005,0.02673658131391604,-0.08487433032479684
2024-02-02,0.041033297298573856,0.026829427749971272,-0.06490272492671982
2024-02-06,0.03990949909702466,0.025916440329025955,
2024-02-07,0.040492173092536415,0.03318964169079171,-0.05573190459113255
2024-02-08,0.04105185689780296,0.034095042978120195,-0.055829137015926206
2024-02-09,0.04647595161821673,0.032636630968186996,-0.05619070895832588
2024-02-13,0.044480104830185434,0.03521356762948969,-0.05302749611094087
2024-02-14,0.046493963493958734,0.03578021093474209,-0.05641799798503316
2024-02-15,0.04606954685504097,0.03646881879886185,-0.05231468002901364
2024-02-16,0.04619267981365028,0.037512773394827795,-0.04451735616198825
2024-02-20,0.047807206171249866,0.03874370439555393,-0.04448009739692142
