,portfolio_return
2023-11-02,0.00629128642474645
2023-11-03,0.00322818248395305
2023-11-06,-0.00324792955663275
2023-11-07,0.003148037802715125
2023-11-08,0.000872972767817225
2023-11-09,0.001411236634907475
2023-11-10,-0.003079635767222425
2023-11-13,0.0017517954846996
2023-11-14,0.0051502463764953755
2023-11-15,0.00023490075814139996
2023-11-16,0.0007012130655338
2023-11-17,-4.029186544679997e-05
2023-11-20,-0.00013910615245664999
2023-11-21,0.0014476901424550503
2023-11-22,0.0019569357256076936
2023-11-23,-0.0017540945973629747
2023-11-24,-0.00045391086282955
2023-11-27,0.002096542898209725
2023-11-28,0.00021949536874700006
2023-11-29,0.0029569434941651004
2023-11-30,0.0008678927062589272
2023-12-01,0.00639440202586995
2023-12-04,-0.00030106778822819996
2023-12-05,0.004653912248694875
2023-12-06,0.002780367960618275
2023-12-07,0.00043052541273955
2023-12-08,-0.0008494798391043758
2023-12-11,0.000521552080749675
2023-12-12,0.00010279136250300014
2023-12-13,0.0016516811505443252
2023-12-14,0.004295425049933575
2023-12-15,0.0031454193588067005
2023-12-18,-0.00154753356801675
2023-12-19,0.0024945834750004004
2023-12-20,0.00231315174174785
2023-12-21,-1.948402961115007e-05
2023-12-22,0.0009052752925581751
2023-12-25,0.0
2023-12-26,0.0
2023-12-27,0.0006005583975159
2023-12-28,-7.632501634338731e-05
2023-12-29,-0.001053108780226975
2024-01-01,0.0
2024-01-02,-0.0023604439344711
2024-01-03,-0.0011835725000916252
2024-01-04,-0.003362839157787075
2024-01-05,-0.000960509285257225
2024-01-08,0.0012155423867814751
2024-01-09,0.0003019391611280326
2024-01-10,0.0005813599765038249
2024-01-11,-0.0005446794555104746
2024-01-12,0.004579482974141325
2024-01-15,-0.0015007739295254251
2024-01-16,-2.724634247775002e-05
2024-01-17,-0.004876643920615726
2024-01-18,0.0017309829335818501
2024-01-19,0.0006029539060370749
2024-01-22,0.0040285309065057
2024-01-23,-0.0011578400682349785
2024-01-24,0.0024499145150595
2024-01-25,0.0036323094826194004
2024-01-26,0.001637313783940625
2024-01-29,0.00255343569045825
2024-01-30,-0.001267354822114125
2024-01-31,0.0006130870870932749
2024-02-01,-5.8477687196174994e-05
2024-02-02,0.0025642864491824497
2024-02-05,-0.00200209240656645
2024-02-06,0.0009765550008638499
2024-02-07,-0.0005980973443193
2024-02-08,-0.0020964527100331
2024-02-09,-0.0005882114952078351
2024-02-12,0.0029889789209984995
2024-02-13,-0.0037104318240959
2024-02-14,0.0034469734019424497
2024-02-15,0.001703908435276775
2024-02-16,-0.0005629872232727625
2024-02-19,-0.0007619983229272499
2024-02-20,-0.0007667925367709249
2024-02-21,-0.0024500036041449997
2024-02-22,0.006385417941214676
2024-02-23,0.0033380049564935748
2024-02-26,-0.0026859775044564002
2024-02-27,-0.00134901171393855
2024-02-28,0.000454455993771225
